* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:25:09 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 White L
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
21.342808 88.777 -140.7704
21.497467 88.791 -141.0967
21.653246 88.806 -141.4220
21.810154 88.821 -141.7457
21.968201 88.836 -142.0706
22.127390 88.851 -142.3993
22.287735 88.865 -142.7302
22.449242 88.879 -143.0635
22.611917 88.891 -143.3987
22.775772 88.902 -143.7306
22.940815 88.912 -144.0598
23.107054 88.922 -144.3820
23.274498 88.930 -144.6955
23.443153 88.939 -145.0013
23.613033 88.948 -145.2980
23.784142 88.957 -145.5890
23.956491 88.968 -145.8774
24.130091 88.981 -146.1650
24.304947 88.994 -146.4579
24.481071 89.008 -146.7558
24.658470 89.022 -147.0626
24.837156 89.036 -147.3774
25.017136 89.049 -147.6985
25.198421 89.061 -148.0257
25.381020 89.072 -148.3534
25.564941 89.082 -148.6817
25.750195 89.091 -149.0062
25.936790 89.099 -149.3270
26.124741 89.108 -149.6433
26.314051 89.115 -149.9557
26.504732 89.123 -150.2661
26.696796 89.131 -150.5747
26.890253 89.139 -150.8832
27.085112 89.147 -151.1907
27.281382 89.154 -151.4967
27.479073 89.160 -151.7995
27.678198 89.166 -152.0973
27.878765 89.172 -152.3892
28.080786 89.178 -152.6742
28.284271 89.184 -152.9550
28.489231 89.191 -153.2318
28.695675 89.199 -153.5101
28.903616 89.207 -153.7907
29.113064 89.216 -154.0778
29.324028 89.224 -154.3699
29.536524 89.230 -154.6675
29.750557 89.235 -154.9652
29.966141 89.239 -155.2610
30.183289 89.241 -155.5481
30.402010 89.242 -155.8256
30.622314 89.243 -156.0903
30.844217 89.244 -156.3457
31.067726 89.247 -156.5928
31.292856 89.251 -156.8395
31.519617 89.256 -157.0885
31.748020 89.262 -157.3448
31.978081 89.268 -157.6095
32.209808 89.273 -157.8823
32.443211 89.277 -158.1602
32.678310 89.280 -158.4393
32.915108 89.282 -158.7172
33.153625 89.283 -158.9907
33.393871 89.283 -159.2606
33.635857 89.284 -159.5271
33.879597 89.285 -159.7930
34.125103 89.285 -160.0590
34.372387 89.285 -160.3258
34.621464 89.284 -160.5917
34.872345 89.283 -160.8544
35.125042 89.281 -161.1117
35.379574 89.279 -161.3616
35.635948 89.278 -161.6057
35.894180 89.277 -161.8456
36.154285 89.277 -162.0854
36.416275 89.278 -162.3291
36.680161 89.279 -162.5776
36.945961 89.279 -162.8310
37.213688 89.278 -163.0856
37.483353 89.275 -163.3371
37.754974 89.272 -163.5826
38.028561 89.268 -163.8195
38.304131 89.265 -164.0492
38.581699 89.262 -164.2745
38.861279 89.259 -164.4986
39.142883 89.257 -164.7245
39.426529 89.255 -164.9534
39.712231 89.253 -165.1844
40.000000 89.250 -165.4162
40.289856 89.246 -165.6474
40.581814 89.242 -165.8771
40.875885 89.237 -166.1051
41.172089 89.233 -166.3313
41.470440 89.228 -166.5560
41.770950 89.223 -166.7790
42.073643 89.218 -167.0010
42.378525 89.214 -167.2235
42.685616 89.209 -167.4474
42.994934 89.204 -167.6725
43.306492 89.198 -167.8969
43.620308 89.192 -168.1174
43.936401 89.186 -168.3315
44.254780 89.180 -168.5396
44.575470 89.175 -168.7463
44.898483 89.171 -168.9566
45.223835 89.166 -169.1719
45.551544 89.161 -169.3889
45.881630 89.154 -169.6010
46.214108 89.146 -169.8027
46.548996 89.140 -169.9950
46.886307 89.134 -170.1866
47.226067 89.130 -170.3878
47.568283 89.124 -170.6004
47.912983 89.115 -170.8140
48.260181 89.104 -171.0127
48.609894 89.093 -171.1886
48.962143 89.085 -171.3508
49.316940 89.081 -171.5221
49.674313 89.079 -171.7219
50.034271 89.073 -171.9500
50.396843 89.063 -172.1842
50.762039 89.048 -172.3963
51.129883 89.034 -172.5756
51.500389 89.024 -172.7393
51.873581 89.019 -172.9195
52.249481 89.014 -173.1349
52.628101 89.004 -173.3736
53.009464 88.989 -173.6008
53.393593 88.970 -173.7871
53.780506 88.953 -173.9305
54.170223 88.943 -174.0546
54.562763 88.937 -174.1872
54.958145 88.934 -174.3408
55.356396 88.932 -174.5135
55.757530 88.929 -174.7022
56.161572 88.924 -174.9081
56.568542 88.915 -175.1268
56.978462 88.900 -175.3374
57.391350 88.881 -175.5112
57.807232 88.862 -175.6383
58.226128 88.850 -175.7418
58.648056 88.843 -175.8606
59.073048 88.837 -176.0146
59.501114 88.827 -176.1893
59.932281 88.814 -176.3567
60.366577 88.801 -176.5093
60.804020 88.789 -176.6656
61.244629 88.776 -176.8391
61.688435 88.760 -177.0151
62.135452 88.741 -177.1640
62.585712 88.725 -177.2820
63.039234 88.714 -177.4038
63.496040 88.707 -177.5639
63.956161 88.694 -177.7528
64.419617 88.675 -177.9188
64.886421 88.656 -178.0295
65.356621 88.647 -178.1150
65.830215 88.645 -178.2437
66.307251 88.641 -178.4426
66.787743 88.626 -178.6623
67.271713 88.602 -178.8260
67.759193 88.582 -178.9169
68.250206 88.571 -178.9967
68.744774 88.566 -179.1324
69.242928 88.554 -179.3147
69.744690 88.532 -179.4726
70.250084 88.510 -179.5591
70.759148 88.497 -179.6121
71.271896 88.492 -179.7060
71.788361 88.486 -179.8690
72.308571 88.470 179.9460
72.832550 88.446 179.8063
73.360321 88.425 179.7300
73.891922 88.413 179.6741
74.427376 88.407 179.5765
74.966705 88.400 179.4171
75.509949 88.385 179.2326
76.057121 88.361 179.0800
76.608261 88.337 178.9865
77.163399 88.319 178.9260
77.722557 88.307 178.8468
78.285767 88.297 178.7246
78.853058 88.281 178.5797
79.424461 88.259 178.4554
80.000000 88.237 178.3787
80.579712 88.222 178.3226
81.163628 88.213 178.2325
81.751770 88.202 178.0945
82.344177 88.182 177.9541
82.940880 88.160 177.8558
83.541901 88.142 177.7859
84.147285 88.127 177.7115
84.757050 88.113 177.6259
85.371231 88.099 177.5298
85.989868 88.084 177.4168
86.612984 88.064 177.3056
87.240616 88.042 177.2315
87.872803 88.024 177.1892
88.509560 88.012 177.1278
89.150940 88.000 177.0282
89.796967 87.982 176.9205
90.447670 87.963 176.8307
91.103088 87.943 176.7543
91.763260 87.924 176.6849
92.428215 87.905 176.6259
93.097992 87.889 176.5702
93.772614 87.875 176.4996
94.452133 87.859 176.4109
95.136566 87.840 176.3230
95.825966 87.820 176.2516
96.520363 87.799 176.1978
97.219788 87.781 176.1548
97.924286 87.766 176.1063
98.633881 87.750 176.0406
99.348625 87.731 175.9721
100.068542 87.713 175.9155
100.793686 87.694 175.8606
101.524078 87.675 175.8055
102.259766 87.657 175.7598
103.000778 87.639 175.7113
103.747162 87.621 175.6542
104.498962 87.602 175.6075
105.256203 87.586 175.5639
106.018929 87.569 175.5002
106.787186 87.550 175.4343
107.561012 87.529 175.3903
108.340446 87.510 175.3546
109.125526 87.491 175.3151
109.916290 87.472 175.2795
110.712791 87.454 175.2434
111.515060 87.435 175.2002
112.323143 87.414 175.1720
113.137085 87.396 175.1606
113.956924 87.380 175.1288
114.782700 87.362 175.0842
115.614464 87.342 175.0537
116.452255 87.324 175.0203
117.296112 87.305 174.9868
118.146095 87.286 174.9575
119.002228 87.266 174.9199
119.864563 87.244 174.9035
120.733154 87.225 174.9070
121.608040 87.207 174.8971
122.489258 87.188 174.8870
123.376869 87.170 174.8873
124.270905 87.154 174.8755
125.171425 87.135 174.8471
126.078468 87.114 174.8455
126.992081 87.097 174.8452
127.912323 87.078 174.8179
128.839233 87.057 174.8220
129.772842 87.041 174.8121
130.713242 87.022 174.7796
131.660431 87.001 174.7758
132.614502 86.980 174.7708
133.575485 86.960 174.8033
134.543427 86.949 174.8198
135.518387 86.930 174.7769
136.500412 86.905 174.8104
137.489548 86.891 174.8444
138.485855 86.872 174.8324
139.489380 86.851 174.8508
140.500168 86.831 174.8560
141.518295 86.811 174.8849
142.543793 86.794 174.8919
143.576721 86.774 174.9012
144.617142 86.757 174.9235
145.665100 86.738 174.9222
146.720642 86.715 174.9478
147.783844 86.695 174.9952
148.854752 86.677 175.0334
149.933411 86.658 175.0716
151.019897 86.640 175.0989
152.114243 86.620 175.1285
153.216522 86.603 175.1592
154.326797 86.581 175.1814
155.445114 86.564 175.2410
156.571533 86.550 175.2456
157.706116 86.529 175.2399
158.848923 86.504 175.2601
160.000000 86.481 175.3521
161.159424 86.471 175.4218
162.327255 86.450 175.4410
163.503540 86.432 175.5481
164.688354 86.419 175.5761
165.881760 86.396 175.6176
167.083801 86.373 175.7057
168.294571 86.361 175.7874
169.514099 86.338 175.8463
170.742462 86.326 175.9651
171.979736 86.307 175.9944
