* Measurement data measured by REW V5.20.4
* Source: Microphone (BGVP HiFi Audio-T01s), MICROPHONE (Master Volume), R, volume: 0.260
* Format: 256k Log Swept Sine, 1 sweep at -6.0 dBFS with no timing reference
* Dated: 30 May, 2023 12:33:49 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: 
* Measurement: HA-FDX1 Blue R
* Smoothing: None
* Frequency Step: 1/96 octave
* Start Frequency: 0.366 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
52.628101 89.612 -176.3069
53.009464 89.590 -176.4635
53.393593 89.575 -176.5597
53.780506 89.569 -176.6395
54.170223 89.571 -176.7507
54.562763 89.573 -176.9109
54.958145 89.570 -177.0998
55.356396 89.560 -177.2812
55.757530 89.547 -177.4328
56.161572 89.535 -177.5592
56.568542 89.525 -177.6794
56.978462 89.514 -177.8060
57.391350 89.503 -177.9368
57.807232 89.491 -178.0647
58.226128 89.480 -178.1909
58.648056 89.469 -178.3244
59.073048 89.458 -178.4711
59.501114 89.446 -178.6256
59.932281 89.433 -178.7766
60.366577 89.420 -178.9209
60.804020 89.409 -179.0666
61.244629 89.398 -179.2212
61.688435 89.386 -179.3787
62.135452 89.373 -179.5215
62.585712 89.361 -179.6403
63.039234 89.353 -179.7490
63.496040 89.348 -179.8747
63.956161 89.343 179.9677
64.419617 89.332 179.7960
64.886421 89.315 179.6465
65.356621 89.297 179.5396
65.830215 89.283 179.4608
66.307251 89.274 179.3725
66.787743 89.265 179.2516
67.271713 89.253 179.1072
67.759193 89.236 178.9703
68.250206 89.217 178.8616
68.744774 89.201 178.7747
69.242928 89.190 178.6823
69.744690 89.180 178.5626
70.250084 89.169 178.4187
70.759148 89.153 178.2771
71.271896 89.136 178.1600
71.788361 89.122 178.0631
72.308571 89.110 177.9629
72.832550 89.099 177.8478
73.360321 89.086 177.7311
73.891922 89.071 177.6254
74.427376 89.057 177.5241
74.966705 89.043 177.4202
75.509949 89.026 177.3268
76.057121 89.011 177.2545
76.608261 89.000 177.1791
77.163399 88.991 177.0669
77.722557 88.978 176.9251
78.285767 88.959 176.7951
78.853058 88.939 176.6971
79.424461 88.923 176.6091
80.000000 88.908 176.5091
80.579712 88.892 176.4050
81.163628 88.876 176.3098
81.751770 88.860 176.2219
82.344177 88.845 176.1357
82.940880 88.830 176.0482
83.541901 88.816 175.9587
84.147285 88.800 175.8720
84.757050 88.785 175.7946
85.371231 88.770 175.7169
85.989868 88.756 175.6262
86.612984 88.739 175.5345
87.240616 88.722 175.4596
87.872803 88.706 175.3906
88.509560 88.692 175.3068
89.150940 88.675 175.2178
89.796967 88.657 175.1408
